entry,KCL_control_1,KCL_control_2,KCL_control_3,KCL_KCL_1,KCL_KCL_2,KCL_KCL_3,NaCl_control_1,NaCl_control_2,NaCl_control_3,NaCl_KCL_1,NaCl_KCL_2,NaCl_KCL_3,Sorb_control_1,Sorb_control_2,Sorb_control_3,Sorb_KCL_1,Sorb_KCL_2,Sorb_KCL_3,FC_kcl,FC_nacl,FC_sorb,log2_FC_kcl,log2_FC_nacl,log2_FC_sorb,pval_kcl,pval_nacl,pval_sorb,adj_pval_kcl,adj_pval_nacl,adj_pval_sorb,neg_log10_adj_pval_kcl,neg_log10_adj_pval_nacl,neg_log10_adj_pval_sorb,uniprot
G4MMD8_MAGO7,74315,75187.3333333333,71923,74092.6666666667,73222.3333333333,84763.3333333333,81856,74908,80588,84318.6666666667,95831,97317.3333333333,89410.3333333333,79679.3333333333,78675.3333333333,84680.3333333333,90227,87511.3333333333,0.9970082307295526,1.189147267583263,1.0982939950970139,-0.004322680149855006,0.2499273938518898,0.13526429158820516,0.40706295167578294,0.044648498322274965,0.26580772226114685,0.6867996404505007,0.19010243677073635,0.4524332590594425,0.1631699408704752,0.721012316226078,0.34444547692282546,G4MMD8
G4MXT4_MAGO7,47667.3333333333,58920,48993.3333333333,17312.6666666667,15401.3333333333,14805.6666666667,14313.3333333333,13397.6666666667,14098.6666666667,5833.3333333333,4116.3333333333,5306,132111.6666666667,131308.6666666667,123669.3333333333,19224.3333333333,24667,24299.3333333333,0.31435569465233315,0.37634764516739083,0.18505506110284645,-1.6695301966596001,-1.4098621504310933,-2.4339735021936746,5.79216065902791e-4,1.0620272188655269e-4,4.976066560343703e-6,0.06416129710671456,0.024349576102340318,0.002232092655799442,1.1927268647894425,1.6135085949428554,2.651287781478541,G4MXT4
G4N5J5_MAGO7,48449.6666666667,55711.6666666667,49931.6666666667,53924,50888,54627,52626,52485.6666666667,55627,52768,35409,51335.3333333333,59748,53176.6666666667,66273,21703,38198.3333333333,35715.3333333333,1.0799559397843712,0.9754747336551002,0.5977661734841886,0.11097245428573707,-0.03582358966204259,-0.7423468350867714,0.5145198547599792,0.2791600363497132,0.011975470667272189,0.7560804375073412,0.5184665357735324,0.07093470458580893,0.12143199853680525,0.2852792697434264,1.149141235584989,G4N5J5
G4NC87_MAGO7,43738.3333333333,46646.3333333333,44035,49668,42634.3333333333,49403,53433.3333333333,43175.6666666667,60855.6666666667,62809,58303,76907.3333333333,48220.3333333333,50876.6666666667,41919.3333333333,48957.6666666667,53084,55000.3333333333,1.121903031679346,1.175464753587025,1.1008633978750328,0.1659479863202442,0.2332312803030835,0.13863546124112724,0.38292628461398154,0.14966989245546103,0.17026918620150472,0.6649662211662025,0.3773713408007433,0.3402787270740092,0.17720041534910305,0.42323108510564633,0.4681652004873534,G4NC87
G4NBG4_MAGO7,93474.6666666667,63822,82621,70859.3333333333,69100,80822,52853.3333333333,60695.6666666667,61213.3333333333,46311.6666666667,54167.6666666667,51705,58112.6666666667,58067.6666666667,50474.6666666667,75556.3333333333,74722,96970.3333333333,0.857643133505202,0.8518730057609819,1.3011773620431322,-0.2215506297059564,-0.2312897203219547,0.379817627620629,0.5345976726455116,0.10223966621622296,0.025260500495706474,0.7662447532589912,0.30810061575969894,0.10611798908007189,0.11563248622683277,0.5113074337156066,0.9742109884268271,G4NBG4
G4NJF8_MAGO7,82237.6666666667,81892.6666666667,93139,95137.6666666667,94523.3333333333,103744.6666666667,103299.6666666667,99366.6666666667,87817,91807,105411.6666666667,95968,99985.3333333333,102338,100049.3333333333,108754,100652.3333333333,102436,1.15686242719273,0.9657967125125794,1.023854898250197,0.2102173109384086,-0.050208542175997545,0.034011269627043116,0.06400636939699814,0.890545751517601,0.28777161036159277,0.2956406729692548,0.9548822635008699,0.47174368229940067,0.5292358178043344,0.020050173404793266,0.32629390729632396,G4NJF8
G4MSI4_MAGO7,83936.3333333333,97435.3333333333,88728,24909,21453.3333333333,28704.6666666667,104224,104468.3333333333,91298,100694,97572.6666666667,104601,18021.3333333333,18589.6666666667,16635,6942.6666666667,9141.3333333333,6545.3333333333,0.28073437922639977,0.9661306416948112,0.38524711453092886,-1.8327223452430594,-0.04970980915794432,-1.3761439437735425,1.3017433304467047e-4,0.8514224688195324,5.081011442172309e-4,0.03964057826788495,0.9381949872600654,0.013145459729164697,1.4018600187498371,0.027706891801468212,1.8812242209423204,G4MSI4
G4N5L7_MAGO7,45027.3333333333,56038,51501,51352.6666666667,54092.6666666667,58968.3333333333,59185,60601,61141,54074,36059,63547.6666666667,35278.6666666667,33837.6666666667,29088.3333333333,33551.6666666667,34895.3333333333,30276.3333333333,1.0503226474566842,0.8922955066748074,0.991547880567021,0.07083257587516749,-0.1644065199300432,-0.012245654870204981,0.3679206853889666,0.32405498446712533,0.9441559586328453,0.650161211166804,0.5662234008710593,0.970139880644111,0.18697894421965033,0.24701218608507258,0.01316564200999808,G4N5L7
SPM1_MAGO7,140358.6666666667,163966.3333333333,148523.6666666667,136497.3333333333,148088.3333333333,172140.6666666667,109974.3333333333,93862.6666666667,110009.6666666667,131928,116314.3333333333,125844.3333333333,105204,100155.3333333333,99270.3333333333,90039.3333333333,83420.6666666667,86476.3333333333,0.9970689295308713,1.1443063987657727,0.8634221509255623,-0.004234850188785607,0.19447339896460455,-0.2118619895555299,0.9230707186216764,0.046276053697076915,0.004987055329336141,0.9731160589089223,0.1937945535107634,0.042811581257151315,0.011835360412126858,0.7126584327210622,1.3684387310871382,SPM1
G4NE83_MAGO7,84447.3333333333,83430,74495,88931,93665.6666666667,102822.3333333333,83854,81514.6666666667,77932,86666.6666666667,64270.3333333333,99229,79430,99973.6666666667,99594.3333333333,118403.3333333333,124219.6666666667,107853,1.1226856846058577,1.0632033499084008,1.1888561263525703,0.16695407668627318,0.08841755533303022,0.24957413278179336,0.04976163098023844,0.8361165977802358,0.04553501984405935,0.27150908021241876,0.9334368025281231,0.1516520529604266,0.5662156415071591,0.029915080224167997,0.8191517061357116,G4NE83
G4N855_MAGO7,54332.3333333333,47330.6666666667,50690.3333333333,61479.3333333333,89603.5,68603.6666666667,42256.3333333333,45685.6666666667,45246.6666666667,44827.6666666667,31631.3333333333,70555,67445.3333333333,71206,66334.6666666667,84562,66601.6666666667,71351.3333333333,1.3533875623886227,0.9907396493296007,1.057913569508145,0.4365750353752756,-0.013422105052275942,0.0812217655091381,0.060963811714198964,0.7086097295658405,0.3534906417762189,0.29094592718196755,0.8632396776078083,0.5396052224246392,0.5361877179164461,0.06386860612623108,0.26792385577695427,G4N855
G4N8W1_MAGO7,69607,58269,53561.3333333333,83987.6666666667,67851.6666666667,88388,90107,98162.6666666667,98868,103059,45579.6666666667,111826.3333333333,96431.6666666667,86447.3333333333,64569,92760.6666666667,99657.3333333333,91857.6666666667,1.441378205678263,1.0498797913667106,1.0730309783991803,0.52744893639059,0.07022415234180593,0.10169172729455732,0.06706054776521243,0.6933175294087075,0.2754733920193231,0.30429987252254687,0.854713724568655,0.4620459060472674,0.516698229576654,0.06817932229969104,0.3353148734642529,G4N8W1
G4MV31_MAGO7,67034,84417.6666666667,79652.3333333333,79778,70251,79694.3333333333,64216,65128.6666666667,64878.6666666667,54095,62078.3333333333,57793.6666666667,78073.6666666667,81069.6666666667,82712.6666666667,87213.6666666667,85839.3333333333,87155,1.0005272915210686,0.8907961528185948,1.0750630116484172,7.605203721928663e-4,-0.16683276747733103,0.10442122160871399,0.9432404112472419,0.043807735553017514,0.012875963493645103,0.9801450993742916,0.1878677890062097,0.07394621444080025,0.008709627171831175,0.726147675759201,1.1310840541154032,G4MV31
G4N167_MAGO7,36766.6666666667,43664.6666666667,44185,62285.3333333333,59112.6666666667,72826.6666666667,37358.3333333333,32586.3333333333,38137,35793.3333333333,25781,49213,72112,62582.6666666667,59034.6666666667,76166,88467.6666666667,63191.6666666667,1.4264470128402809,0.9581084095471782,1.2170462534887183,0.512426157201897,-0.061739189377513125,0.28338399829877414,0.008345497758919863,0.9037873868868201,0.24162519633670573,0.1422453778153137,0.9597634525678942,0.4260510116234922,0.8469618368620142,0.017835791859623647,0.3705383991595451,G4N167
EIF3M_MAGO7,63090.6666666667,74169,68607.6666666667,76347.6666666667,73247.3333333333,85705.3333333333,79078.3333333333,67371.6666666667,81636.6666666667,71992.6666666667,37438.3333333333,101069.6666666667,79215.3333333333,72205.3333333333,94974.6666666667,92304.3333333333,103520.3333333333,92077,1.112815380205322,0.9103968638691601,1.1652331619299294,0.1542142645979377,-0.1354325070234071,0.220618665525899,0.11713304375745433,0.7720256523330916,0.1475751055078752,0.3784298336779294,0.9025516145230901,0.31071204086195997,0.4220146331292127,0.044527952567347144,0.5076419164309558,EIF3M
G4MQZ0_MAGO7,37113,39317.6666666667,39589,34830.6666666667,29491.6666666667,42223.6666666667,91988.6666666667,80769,83352.3333333333,88325,69639.6666666667,84108.3333333333,76963,95272.3333333333,89436.3333333333,61983.3333333333,70456.6666666667,60615.6666666667,0.8858782735496342,1.0090699320554914,0.6930442139473516,-0.17481961982162694,0.013026161692575616,-0.5289807003779317,0.44977368016835617,0.5173250516061789,0.02120726886322847,0.7150451288592,0.7313057781817933,0.09662901735886407,0.145666547575106,0.13590099512141846,1.0148924368716252,G4MQZ0
G4N6L5_MAGO7,32497,33668.3333333333,34744,41316.6666666667,39002.6666666667,52261.6666666667,NA,NA,NA,1752,NA,NA,5672.6666666667,3409,5656.5,NA,7935,1944,1.2271669719320848,100,0.8732431715725272,0.29533155966876606,6.643856189774724,-0.19554463854631643,0.06330569605276473,NA,0.9919148639006111,0.2950502581832587,NA,0.9951810895080796,0.5301040009961208,NA,0.0020978850651535625,G4N6L5
G4NB20_MAGO7,20948.3333333333,12467.3333333333,16755.3333333333,14156.3333333333,9674.6666666667,29714.6666666667,20152,21432.3333333333,22118.3333333333,16830.3333333333,10891,22027.3333333333,15559.3333333333,15185.6666666667,14084,12554,12933,13628.3333333333,0.8448852106791864,0.7852776956934223,0.851658362051933,-0.24317275021834509,-0.3487251741894399,-0.2316532773683261,0.87193208332610594,0.22778249783999302,0.02475759821041368,0.9526648279512805,0.4618462737953273,0.1051541799804137,0.02105986848519733,0.3355025559420754,0.9781734590085983,G4NB20
G4MYY2_MAGO7,100409.3333333333,105815,121474.3333333333,94370,95987,104016.6666666667,120754.3333333333,139876.3333333333,154812.3333333333,134448.3333333333,93618.6666666667,123019.3333333333,82943.6666666667,83116.3333333333,91185.6666666667,74426.6666666667,65204,55546.3333333333,0.9071209185843216,0.8794864034659186,0.7844908140798643,-0.140633221074585,-0.1852668205487584,-0.3501715406946457,0.18698991395186143,0.2424324681955154,0.027363484008128568,0.47901246042136414,0.47948949363724996,0.11126981941062808,0.3196531892537955,0.31922090445860746,0.9536226168050694,G4MYY2
G4NJI5_MAGO7,133727.3333333333,136001.3333333333,128672.3333333333,111497.6666666667,118798.6666666667,127520.6666666667,169698.3333333333,189871,182700.6666666667,145276,106687,160286.3333333333,158755,154276,169551.3333333333,136998,131989.3333333333,139402.3333333333,0.8883648817743571,0.7951585653765174,0.8629523479575446,-0.1707757324970559,-0.33068551289065273,-0.21264719859253067,0.05722915928827977,0.06355348295650377,0.007959427551326363,0.28398543061753817,0.23091530263625812,0.055904753986983975,0.5467039401104038,0.6365472856611168,1.2525512593313506,G4NJI5
G4MZQ6_MAGO7,196502,174475,185876.6666666667,184639.6666666667,176897.6666666667,177988.6666666667,154669.6666666667,151031.6666666667,159614.3333333333,140782,133005.3333333333,153606,223907.3333333333,205350.6666666667,183355,205203.3333333333,250022.6666666667,243831.6666666667,0.9575632587916719,0.9102107933251293,1.1873916487569232,-0.06256029700857013,-0.13572740092984822,0.24779587139477757,0.44379424247095073,0.12373282651317587,0.18999675416855044,0.7115362255644382,0.34157871610881513,0.36381921568697645,0.14780298431863392,0.46650919818347514,0.43911436671719783,G4MZQ6
G4MRM7_MAGO7,112596.6666666667,111482,118057.3333333333,114098.6666666667,107474.6666666667,117602.6666666667,103806.3333333333,110952.6666666667,101996.6666666667,111463.3333333333,118962.6666666667,109102.6666666667,100801.3333333333,98925,101644.3333333333,102046.6666666667,108669,105583.3333333333,1.0133396488942834,1.073762358751393,1.0474398486792502,0.019117814460931498,0.1026747365388138,0.06686739666557344,0.7974930640359487,0.13334203868961497,0.07451946243921563,0.9181619181428996,0.3552288876496057,0.20063800720376693,0.03708072407639809,0.44949172409645655,0.6975867943696406,G4MRM7
G4MYT4_MAGO7,38405.6666666667,36999.3333333333,29743,27591.3333333333,26717.6666666667,36282.3333333333,46713.3333333333,50552.3333333333,48572.3333333333,40524.3333333333,19918.3333333333,35810,29135.6666666667,28810.3333333333,23716.3333333333,18384,19068,15909,0.7457251482008682,0.7372509727759978,0.6381043838437606,-0.4232841003218866,-0.4397722740151592,-0.6481356493679685,0.29857637128029296,0.059377922004083386,0.009191951500480813,0.6014428130774285,0.22207591793560746,0.06169794448160801,0.2208056603367883,0.6534985340887738,1.2097293046080138,G4MYT4
G4MKR2_MAGO7,45306.6666666667,39145.3333333333,44926.6666666667,50765.6666666667,51186.3333333333,56450,47815.6666666667,58568.3333333333,62379,52033.3333333333,38424,62713.6666666667,53763.3333333333,48244,48614,52689.3333333333,62092.6666666667,57471,1.1393307612405386,0.8884209328135226,1.1821903155469617,0.18818663934464425,-0.17068470908207403,0.24146230725312515,0.02324540192101961,0.5638701300064997,0.0905365966950987,0.20183267244885297,0.7647869574583369,0.23049216665786587,0.695008529299813,0.11645952705017419,0.6373438296455766,G4MKR2
G4NC37_MAGO7,152392.6666666667,157060.6666666667,130921.3333333333,138396.6666666667,136051.3333333333,175639.6666666667,113122,115532,111092.3333333333,99141.3333333333,80944.6666666667,102168.6666666667,144481.3333333333,147280.6666666667,113224.6666666667,107959.3333333333,117532.3333333333,112932.3333333333,0.9081583103298934,0.876410718810959,0.7816396120375411,-0.1389842845739252,-0.19032096578418192,-0.3554245126347793,0.8411216141413721,0.04693158736145757,0.12010304933534062,0.9390446381374995,0.19562138283373903,0.2729195890906653,0.027313762754096322,0.7085836754219149,0.5639652912679594,G4NC37
G4MPG5_MAGO7,29425,37438,30572,36628.6666666667,35226,46760.6666666667,107799.3333333333,95323.3333333333,91916,73327,50477.6666666667,72358.3333333333,3834.5,7769,3408,NA,NA,NA,1.1981115617776625,0.7590831206070566,0.01,0.2607622504720804,-0.3976702235789214,-6.643856189774724,0.18478219950975872,0.02067218034942673,NA,0.4756944489531394,0.13171132051206172,NA,0.3226719164865235,0.8803768960736584,NA,G4MPG5
G4NG13_MAGO7,32645.3333333333,34257.6666666667,37164,24497,26839,26794.3333333333,7540.3333333333,9166.3333333333,4698.0021486667,7218.339477,6968,5685.4203393333,54007,59921,58832,27370.3333333333,28018,25114.6666666667,0.7821412238622967,0.9240970779364348,0.46522867373764787,-0.35449897000088465,-0.11388367776900442,-1.1039880767858858,0.0048511557560286895,0.7316777613309965,1.0835686418981757e-4,0.1182352723043083,0.8767070019181074,0.007702005906612233,0.9272529440811831,0.057145524890565645,2.113396152655885,G4NG13
G4NIW7_MAGO7,45688.6666666667,47462.6666666667,41814.3333333333,46827.6666666667,40497.6666666667,45565.6666666667,125231,125330.3333333333,123006,103072,51138.3333333333,105832.6666666667,33254.6666666667,21384,17732.3333333333,14398,19253,15842.6666666667,0.9973078662833963,0.8230549943704035,0.7408654445691498,-0.003889165391081792,-0.28093926393092267,-0.43271654976506946,0.7999590624163085,0.1007411344034877,0.19475004243986238,0.9196219393531847,0.30669314637512296,0.36820132154753304,0.03639067634755231,0.5132959290215005,0.43391465706021926,G4NIW7
G4NIC7_MAGO7,118686.3333333333,135240.6666666667,139726.3333333333,121500.3333333333,132116.6666666667,157586.6666666667,107110.6666666667,134767,110831.6666666667,97030.3333333333,78425.6666666667,114796.6666666667,160098,174368.3333333333,144458.3333333333,150201.6666666667,216984.3333333333,195270.6666666667,0.9769004392170008,0.8754748191702125,1.2196946037218872,-0.03371655742960073,-0.19186241112367525,0.28651996020544657,0.6634831804198793,0.20094782550524917,0.26462231006083436,0.8361832685542931,0.4272835765212927,0.45174804992420015,0.07769852662923218,0.3692837998185458,0.3451037134963877,G4NIC7
G4NJK6_MAGO7,145060,138670.6666666667,132519.3333333333,147047.3333333333,132364,157679.3333333333,128769,127538,131568,126762.6666666667,103222.3333333333,132320,106155.3333333333,108315,105689.6666666667,84247,83617.6666666667,77321,1.0604069113390957,0.9844191277921448,0.7876916217115805,0.08461797829984052,-0.022655404479779675,-0.34429716432192187,0.4437565794110637,0.3971420256203907,4.459813516566239e-4,0.7115362255644382,0.6359976424656885,0.012192444029135701,0.14780298431863392,0.19654449420385034,1.9139092294122875,G4NJK6
G4N8H7_MAGO7,56886,61741.3333333333,61253.3333333333,67980.3333333333,65810.6666666667,67043,90603.6666666667,95444.3333333333,87869,71218,64013,68576.6666666667,41690,37945.6666666667,34025,38794.6666666667,46848,39091,1.094520026121028,0.7568862187328697,1.0301835079982773,0.13029835134040596,-0.4018516559808747,0.04290134954236473,0.013794770936870699,0.0015694127860314208,0.34396104318246995,0.16458988265098498,0.039434259299719075,0.5293898090652641,0.7835968644086387,1.4041263121871594,0.2762244232713927,G4N8H7
G4MNH0_MAGO7,11987.5,13720,10194.5,50709.6666666667,10584,5099,24514.5,20345,22698.5,22426,12712,21633.5,1215,18359,10773,11326.5,18026,13752,0.8829197080291971,0.9530806000396502,1.2765246449456975,-0.1796458485141788,-0.06932986988065763,0.35222139109224665,0.5195990222750081,0.3423052589609539,0.4698439255975576,0.7577285149577506,0.5866211162212697,0.639286595203953,0.12048636900531125,0.23164230805625263,0.1943044019168142,G4MNH0
G4MXJ0_MAGO7,131580,133537.6666666667,111660.6666666667,91636.3333333333,91213.3333333333,104372.3333333333,216297,174380.6666666667,168086.6666666667,148514,139176.6666666667,160844.6666666667,183408.3333333333,163213.3333333333,194436.3333333333,144617.6666666667,139232.3333333333,135230.3333333333,0.696430561888838,0.8516655133787766,0.7591385342359943,-0.5219485798391785,-0.23164116319095573,-0.3975649096184117,0.022084613766456828,0.0883136436905078,0.013023144924266374,0.19897706441189686,0.2864573460797562,0.07394621444080025,0.7011969807431001,0.5429400359698107,1.1310840541154032,G4MXJ0
G4NA18_MAGO7,57840.6666666667,60594.3333333333,59862.6666666667,58951,53852.3333333333,61963.6666666667,94480.6666666667,130877,127750.3333333333,106915,66250.3333333333,111909.3333333333,64330.6666666667,74687.3333333333,50525.6666666667,51885.6666666667,63143,53126.3333333333,0.9847706973739888,0.8369058397760217,0.8258321588459616,-0.02214026095104443,-0.2568627805105764,-0.2760794950893866,0.6631216542259837,0.2889782940070153,0.41532672960740347,0.8361832685542931,0.5303881445560857,0.6005171672191668,0.07769852662923218,0.27540619201545435,0.22147457273737112,G4NA18
PRD1_MAGO7,127861.3333333333,125302,121402.6666666667,128904.3333333333,123950.3333333333,138590,109084,112036,106428.3333333333,117515,108151.6666666667,116892.3333333333,137270,112910.3333333333,129932,96646.3333333333,99722.6666666667,95146.3333333333,1.0287492085787402,1.0715809223473038,0.7438224096706992,0.04089132077573115,0.09974080182117061,-0.42696988117548074,0.2965957889228744,0.21830301261109156,0.01581529181926854,0.599457175344268,0.45127760660276633,0.08122477908335317,0.22224183704551295,0.34555621660203867,1.0903114611834863,PRD1
G4MK83_MAGO7,62764,66014.3333333333,66274.6666666667,55407,50812.6666666667,50148,75247,69397.3333333333,68133.6666666667,69607,51757.6666666667,65354,55885.3333333333,49225.6666666667,42812.3333333333,31566.6666666667,38263.3333333333,33103,0.7697217270996712,0.9417364740239783,0.672474386668201,-0.3775911237471261,-0.08660468771141955,-0.5724487758136095,0.002990728535882602,0.20931854082713205,0.02486629761483189,0.10812374995440953,0.4393226786301218,0.1052081210989435,0.9660789004847274,0.3572163770904779,0.9779507353502392,G4MK83
G4N7B1_MAGO7,17170.3333333333,15558.3333333333,16074,12755.6666666667,13352.6666666667,12129,34141.6666666667,31155.3333333333,26991.6666666667,28026.6666666667,20168.6666666667,20210.3333333333,15575.6666666667,16335.6666666667,10806.6666666667,15390.6666666667,13571.6666666667,12545.3333333333,0.7935589564928892,0.6486957824235547,0.8713377704539135,-0.3335906845801924,-0.6243860359021468,-0.19869601292114078,0.004011235463424938,0.07541504996007599,0.8438302299323357,0.10812374995440953,0.2567565823068236,0.9062992799745814,0.9660789004847274,0.5904784138538057,0.042728365039817084,G4N7B1
G4MKA5_MAGO7,134833.6666666667,135383.3333333333,132026.3333333333,171294.3333333333,165943,188286.3333333333,126458.3333333333,129904,133984.6666666667,132468.3333333333,110430,151756.3333333333,178344,139393.3333333333,146603.6666666667,185605.6666666667,190751.6666666667,196287.6666666667,1.2704121868672758,1.0197402184177031,1.3011384435587103,0.34529665720989067,0.028201668534747364,0.37977447566777406,0.0038129064431320966,0.9115149425483297,0.04316157880454394,0.10812374995440953,0.96059617805387,0.14749639526091265,0.9660789004847274,0.017459145631073324,0.8312185934988652,G4MKA5
G4N184_MAGO7,57774,56661.6666666667,58321,55963.6666666667,41889.6666666667,61095.6666666667,76853,58276.3333333333,75452.3333333333,41656,52225.6666666667,65660.6666666667,100217,103202.6666666667,89794.3333333333,84887,92260.3333333333,101140,0.9686652588823121,0.6921676820244135,0.9206056191397997,-0.04592989445203594,-0.5308065126321613,-0.11934484645940799,0.4691475632804191,0.1368437626909611,0.4680619406133071,0.7232014540483855,0.3563930987455104,0.639286595203953,0.14074070935161534,0.4480707143034057,0.1943044019168142,G4N184
PABP_MAGO7,117197.6666666667,132300.3333333333,127485.3333333333,104515.6666666667,113841.6666666667,102680.3333333333,128988.6666666667,120829.6666666667,124194.3333333333,123242.6666666667,85870,120064.3333333333,116737.6666666667,119385,123952.6666666667,123468,136495.6666666667,127426,0.8198250256238631,0.9667456647243702,1.0673535201239688,-0.28661206515816423,-0.04879170518846098,0.09403809299247823,0.029708517910539054,0.28760355289806244,0.10699160840201377,0.2237673545453507,0.5294992140042759,0.25554312920749794,0.6502032724768356,0.2761346802285625,0.5925357914349595,PABP
G4MSC0_MAGO7,58543.3333333333,56955,58230,47935.6666666667,48066,60893.3333333333,54744.6666666667,58159,84510.3333333333,64512.6666666667,49783.6666666667,113018,46804,51788.6666666667,51847.3333333333,44530.6666666667,43180,40364,0.8254507985574446,1.1092464909415,0.8337731550017373,-0.27674586980651245,0.14957998925522628,-0.26227317245243104,0.2642735241417894,0.6640818708228993,0.022856559200817132,0.5661660552788513,0.8372594046275987,0.10053491509864368,0.24705617249653802,0.07713996549017825,0.9976830844992949,G4MSC0
LKHA4_MAGO7,54217.3333333333,67962.3333333333,44162.6666666667,51286.6666666667,49118,65114,91051.6666666667,83368.6666666667,94396,97393,55872,110449.6666666667,48298.3333333333,42372.3333333333,30584,29422.6666666667,32825.6666666667,33055,0.9459459459459472,1.0696454394025365,0.7746957527317367,-0.08017034868398147,0.09713265869672853,-0.36829826476604016,0.9758512732522557,0.9241300191975029,0.18036852068770715,0.9873318764669882,0.9629768391537921,0.3537691625409002,0.005536841361091306,0.016384158097339722,0.4512800264913281,LKHA4
G4N375_MAGO7,23052.6666666667,30872.3333333333,21203,18296,20287.6666666667,23523,162778,157902.3333333333,139727.3333333333,105134,90511.3333333333,88588.6666666667,33901.6666666667,40188,23303,16015.6666666667,18822.3333333333,15702,0.8800572601868187,0.5732108666327497,0.4724153188142181,-0.184330700341901,-0.8028621351676636,-1.081872347724305,0.2626078357925796,0.002560802093333648,0.03596073874656901,0.5655160002617874,0.05020297730227724,0.1328528747456406,0.24755510298061245,1.2992705261297304,0.876629043642407,G4N375
G4MTK2_MAGO7,121429,113899.6666666667,122880.3333333333,119570.6666666667,112917,113828.6666666667,115914.6666666667,133283.6666666667,125678,132846.6666666667,133046.6666666667,120288,45362.3333333333,95250.6666666667,87741.3333333333,85978.6666666667,94660,84324,0.9374092405164063,1.0570399486518458,0.9799106464456137,-0.09324907862655059,0.08002990144417252,-0.02927789240132543,0.31778008279980896,0.596610154906168,0.48449798709925396,0.6139099415258189,0.7878054656699466,0.6507580673283253,0.21189533369113786,0.10358101044987338,0.18658043931637003,G4MTK2
G4ND21_MAGO7,9099.5,9920.5,11073,9259,11387.5,12542,13440.5,14050,11501.5,11405.5,11706,10350.5,25983.5,26030.5,25229,14130.3333333333,17218.3333333333,15371.3333333333,1.147875611108311,0.8485919422640527,0.5915805543261415,0.19896631365113315,-0.23685711518739963,-0.7573534640837787,0.4086549486228901,0.10186033040980502,4.031176500075123e-4,0.6878199787632242,0.3080437089208643,0.01165291956068634,0.16252521359599298,0.5113876562387031,1.933565251441024,G4ND21
G4N4K3_MAGO7,107245,103421,95625.3333333333,90447.6666666667,90472,95411.6666666667,82875.6666666667,80220.6666666667,88664.3333333333,71768,67075.6666666667,66444.3333333333,91135.3333333333,96180,93251.3333333333,93956.6666666667,92113.6666666667,99160.3333333333,0.8747933205055066,0.809352966491974,1.007563788185335,-0.1929858901739337,-0.3051590820307027,0.010871177696675033,0.0581601254446561,0.006726224073779717,0.5774751770662796,0.2849641132126051,0.07584897880363255,0.720121676945108,0.54520982916717,1.120050261982496,0.1425941158448927,G4N4K3
G4N028_MAGO7,72122.6666666667,68430.6666666667,62159,50714.3333333333,47295,61417,92445.3333333333,96190,95885.6666666667,78702,56168.6666666667,70651.3333333333,71362.3333333333,69173,63113,46522.6666666667,44056.3333333333,43398,0.7411053523761268,0.7368289316790477,0.6369007175246599,-0.43224945040368773,-0.4405983847469019,-0.6508595975991827,0.048801362461267095,0.01710722029977488,9.266968402308974e-4,0.26892955459785967,0.12062956922845212,0.01730130944607752,0.5703614674180058,0.9185462230523351,1.7619210261379756,G4N028
G4MZ14_MAGO7,51144.6666666667,55344,41932.6666666667,53732.6666666667,48855.6666666667,47233.6666666667,62190,59869.3333333333,64035.6666666667,42691,48123,47118,39645,41459,38446,36841,39797.3333333333,39276.6666666667,0.9552446002841612,0.7576459237819585,0.990709210913525,-0.06605789741086264,-0.40040431423352374,-0.013466429539078905,0.9208883707578249,0.0014579207814715116,0.3919814288504797,0.9731160589089223,0.03824898050213495,0.5756619827002499,0.011835360412126858,1.4173801361495217,0.2398324508448106,G4MZ14
G4N5P6_MAGO7,51253.3333333333,54728.3333333333,42107.6666666667,42269.3333333333,39383,48019,31204.6666666667,29004.6666666667,28919,28598.3333333333,19605,32458.6666666667,50532.3333333333,46587.3333333333,55228.6666666667,21875,20159,23030,0.82471383975026,0.9859907601075666,0.4328911521995821,-0.2780344768490682,-0.020353967969218463,-1.207923781073599,0.24766349023740308,0.5073671043247934,3.815141395526813e-4,0.5456942262921672,0.7239259114522346,0.011479152627456338,0.26305064123740934,0.1403058784077052,1.9400901696734476,G4N5P6
G4NHY8_MAGO7,40790.3333333333,39343.6666666667,37667.6666666667,52359.3333333333,46549,56085.3333333333,55488.6666666667,65986.3333333333,65716,55553.6666666667,42478.6666666667,45218.6666666667,27674.3333333333,19351.6666666667,17677,17114,20940,15164.3333333333,1.3308198693563535,0.6880921946963707,0.884368271466711,0.41231531116501136,-0.5393262161224978,-0.1772808284608918,0.013169071375978253,0.04988995749431055,0.33868626034377797,0.16458988265098498,0.20045874813029282,0.5265489804294781,0.7835968644086387,0.6979749861492494,0.2785612238311283,G4NHY8
G4N6X9_MAGO7,51312,57432.6666666667,68721.3333333333,54106.6666666667,56365,76431.6666666667,60841.6666666667,55418.6666666667,51176,62954.3333333333,47724.3333333333,61967.3333333333,93062.6666666667,86112.3333333333,98811.3333333333,46594.3333333333,45941.6666666667,43285.3333333333,0.9814101150332557,1.1181671638918282,0.4936637677837158,-0.02707195407719287,0.16113588450479455,-1.0183993318357931,0.7370253897612109,0.7742918937179296,2.3982737493187214e-4,0.8832567046507942,0.902960149548465,0.009631157649836982,0.05391305722536539,0.04433141603544174,2.016321508231703,G4N6X9
